sgRNA	gene	lib	input	d5	d15-rep1	d15-rep2	d15-rep3	d15-rep4	d15-rep5	spleen1	spleen2	spleen3	spleen4	spleen5	bm1	bm2	bm3	bm4	bm5	men1	men2	men3	men4	men5
gRNA_8775	Pik3ca	26193.0	35089.0	42643.0	139964.0	8888.0	22205.0	25367.0	643.0	19500.0	27091.0	46319.0	14485.0	18599.0	16061.0	3035.0	2803.0	30548.0	5413.0	1619.0	41513.0	155851.0	29209.0	24659.0
gRNA_8803	Pik3ca	23378.0	31034.0	40723.0	149257.0	19943.0	40538.0	34691.0	670.0	25752.0	34754.0	38110.0	15164.0	24695.0	14945.0	4585.0	2248.0	17972.0	25988.0	5035.0	65438.0	36756.0	8323.0	66584.0
gRNA_8867	Pik3ca	13541.0	16520.0	19109.0	56243.0	2607.0	8495.0	9654.0	517.0	20374.0	18471.0	13486.0	7361.0	5948.0	9173.0	5067.0	658.0	23375.0	10932.0	623.0	16497.0	1291.0	10142.0	14146.0
gRNA_8999	Pik3cg	14680.0	10792.0	11303.0	50576.0	4567.0	6688.0	10225.0	172.0	3904.0	5579.0	5759.0	3388.0	2075.0	5504.0	449.0	1102.0	3421.0	4512.0	178.0	205.0	2080.0	4012.0	73992.0
gRNA_9105	Pik3r2	42923.0	27136.0	26556.0	155481.0	15284.0	24665.0	26523.0	615.0	31753.0	18917.0	43269.0	10779.0	13888.0	5935.0	13615.0	5524.0	36449.0	6441.0	1609.0	9818.0	6711.0	24975.0	7100.0
gRNA_9114	Pik3r3	15332.0	8531.0	11758.0	43613.0	7313.0	15496.0	10495.0	177.0	3709.0	7574.0	4942.0	2478.0	3690.0	7865.0	12724.0	794.0	7276.0	2090.0	341.0	426.0	7587.0	658.0	9.0
gRNA_9115	Pik3r3	11513.0	6588.0	9796.0	74401.0	9733.0	6187.0	21665.0	478.0	2176.0	6831.0	7647.0	2914.0	2626.0	2254.0	559.0	2641.0	8575.0	186.0	627.0	1000.0	2087.0	7067.0	688.0
gRNA_9745	Ptpn11	23069.0	21229.0	23016.0	62605.0	4202.0	15224.0	12435.0	277.0	19169.0	23022.0	14209.0	7559.0	16116.0	15087.0	113971.0	4073.0	19176.0	11847.0	102606.0	8141.0	52880.0	7693.0	6343.0
gRNA_10049	Ptprt	33330.0	22546.0	26881.0	119567.0	14756.0	18214.0	27529.0	295.0	5011.0	16782.0	28300.0	9540.0	19102.0	7940.0	37424.0	7764.0	34379.0	13369.0	20208.0	4906.0	51864.0	22385.0	8877.0
gRNA_10106	Ptprt	15037.0	10348.0	11929.0	70133.0	11364.0	3147.0	14670.0	749.0	5661.0	8841.0	14060.0	7037.0	5779.0	7313.0	13408.0	2947.0	9334.0	8023.0	1470.0	2513.0	11375.0	2828.0	7293.0
gRNA_10107	Ptprt	17295.0	13370.0	15812.0	90380.0	8913.0	21831.0	21513.0	165.0	7665.0	12258.0	8674.0	5367.0	14898.0	4880.0	1221.0	973.0	11425.0	12112.0	455.0	6720.0	3063.0	2854.0	15040.0
gRNA_10342	Raf1	15693.0	13852.0	14558.0	58259.0	21122.0	2965.0	13495.0	274.0	9251.0	19649.0	15688.0	4602.0	8971.0	24005.0	10749.0	6451.0	13353.0	562.0	1225.0	6244.0	8730.0	1983.0	41679.0
gRNA_10343	Raf1	40211.0	24309.0	27761.0	136282.0	13275.0	7303.0	13135.0	532.0	8441.0	23125.0	13904.0	7619.0	8537.0	9626.0	3100.0	4357.0	14249.0	31544.0	9820.0	19651.0	5744.0	49372.0	21179.0
gRNA_10363	Rara	21926.0	9741.0	12533.0	65491.0	4251.0	6004.0	11289.0	209.0	9080.0	5842.0	7858.0	3082.0	6444.0	21788.0	4903.0	385.0	8054.0	3228.0	772.0	2341.0	61517.0	1778.0	543.0
gRNA_10504	Rbm10	24470.0	14094.0	15756.0	123206.0	26824.0	14552.0	16249.0	777.0	7530.0	10539.0	12913.0	4284.0	3514.0	3818.0	64082.0	652.0	24683.0	2389.0	242.0	4461.0	9740.0	4341.0	3056.0
gRNA_10547	Rbm10	15762.0	11905.0	15386.0	50813.0	3631.0	3837.0	14231.0	68.0	12364.0	13153.0	22294.0	4067.0	5721.0	2380.0	1504.0	2220.0	17955.0	5225.0	4196.0	2167.0	12211.0	192.0	8314.0
gRNA_10548	Rbm10	16456.0	12179.0	10573.0	33149.0	4478.0	4543.0	11099.0	173.0	3939.0	5744.0	9950.0	1982.0	12979.0	1981.0	576.0	2210.0	949.0	4790.0	51184.0	2783.0	426.0	160.0	1238.0
gRNA_10596	Ret	12422.0	12293.0	15873.0	66758.0	6565.0	4803.0	10664.0	302.0	2615.0	10551.0	16917.0	5281.0	7040.0	11983.0	1724.0	1142.0	11979.0	11145.0	1853.0	10500.0	8450.0	1949.0	2687.0
gRNA_10598	Ret	17303.0	13381.0	13873.0	47582.0	3206.0	6854.0	4958.0	193.0	5153.0	4351.0	4874.0	5705.0	2992.0	2358.0	2478.0	3482.0	8952.0	528.0	696.0	1514.0	3257.0	3962.0	163.0
gRNA_10617	Rheb	34861.0	38384.0	41733.0	191031.0	16090.0	13115.0	33892.0	697.0	42836.0	29217.0	24112.0	10335.0	16409.0	37097.0	3932.0	7651.0	26688.0	19385.0	14644.0	24188.0	41683.0	593.0	3645.0
gRNA_10634	Rhoa	16384.0	9978.0	10397.0	37497.0	2232.0	3013.0	11506.0	136.0	9228.0	7139.0	14420.0	5371.0	5515.0	4095.0	62382.0	2737.0	7908.0	4234.0	509.0	1500.0	12099.0	1864.0	1193.0
gRNA_10657	Rictor	9163.0	5080.0	7449.0	25014.0	2344.0	2145.0	3782.0	86.0	12462.0	20195.0	17081.0	3216.0	6740.0	4643.0	849.0	2208.0	5910.0	1616.0	2771.0	2849.0	2410.0	479.0	983.0
gRNA_10664	Rictor	20220.0	14864.0	21650.0	185159.0	23998.0	8203.0	49593.0	909.0	12528.0	11572.0	12856.0	5590.0	5827.0	30932.0	1803.0	4327.0	10822.0	9558.0	41399.0	82447.0	14195.0	2981.0	3648.0
gRNA_10909	Rtel1	23988.0	16415.0	18863.0	77672.0	20734.0	18626.0	21548.0	366.0	13578.0	13787.0	39195.0	5726.0	13405.0	4844.0	2060.0	6061.0	16029.0	5971.0	348.0	3133.0	7366.0	12434.0	4223.0
gRNA_10969	Runx1	28281.0	17988.0	18042.0	75323.0	7407.0	13400.0	28137.0	496.0	9480.0	18548.0	14179.0	7579.0	10261.0	21886.0	1158.0	7200.0	16931.0	23192.0	4888.0	21239.0	97365.0	12259.0	6359.0
gRNA_10971	Runx1	13708.0	7831.0	8174.0	44213.0	4268.0	5921.0	4796.0	366.0	9664.0	10383.0	10824.0	5036.0	6087.0	7605.0	550.0	5109.0	13688.0	5507.0	46400.0	8090.0	9605.0	4226.0	1712.0
gRNA_11071	Setbp1	12869.0	11554.0	14031.0	119249.0	7914.0	14063.0	26531.0	104.0	20348.0	9702.0	16718.0	3573.0	8144.0	40403.0	1324.0	1694.0	17387.0	6053.0	889.0	16293.0	23717.0	2133.0	14272.0
gRNA_11223	Smad2	35679.0	29555.0	40652.0	113450.0	6582.0	14786.0	16100.0	239.0	26195.0	19404.0	24966.0	9537.0	8794.0	26763.0	2598.0	14332.0	28805.0	10077.0	821.0	13289.0	6938.0	34388.0	22183.0
gRNA_11284	Smad4	8366.0	5219.0	5791.0	23094.0	833.0	3134.0	2067.0	43.0	2620.0	4215.0	7757.0	2300.0	6859.0	2745.0	674.0	2789.0	8767.0	3229.0	216.0	13954.0	3842.0	11727.0	1924.0
gRNA_11285	Smad4	9777.0	5717.0	8950.0	27582.0	1313.0	2296.0	4093.0	38.0	3062.0	4537.0	6861.0	711.0	7245.0	3300.0	9733.0	238.0	8510.0	5530.0	22.0	818.0	3550.0	1571.0	2655.0
gRNA_11305	Smad4	13390.0	6740.0	7996.0	45131.0	4769.0	6363.0	14613.0	121.0	10538.0	9688.0	20761.0	3724.0	2108.0	3080.0	830.0	1300.0	9660.0	296.0	112847.0	16589.0	4479.0	3156.0	4475.0
gRNA_11315	Smad4	2190.0	1293.0	1719.0	12661.0	507.0	258.0	651.0	22.0	3552.0	1204.0	761.0	389.0	3849.0	5403.0	1246.0	2516.0	1290.0	1207.0	5.0	162.0	0.0	0.0	1.0
gRNA_11324	Smad4	20161.0	11782.0	16120.0	70751.0	7006.0	17352.0	23764.0	482.0	7077.0	11022.0	13413.0	7588.0	21778.0	4688.0	1235.0	2958.0	9344.0	6455.0	2586.0	9306.0	4495.0	8725.0	22035.0
gRNA_11607	Smo	23023.0	14032.0	17269.0	97261.0	9307.0	24232.0	18232.0	426.0	12863.0	16258.0	11580.0	5738.0	17746.0	7301.0	9926.0	2856.0	12081.0	14737.0	9400.0	1542.0	21798.0	15110.0	16057.0
gRNA_11608	Smo	16533.0	11207.0	13640.0	80482.0	12375.0	6768.0	26441.0	225.0	2639.0	5394.0	5874.0	2439.0	4577.0	5182.0	1621.0	2132.0	9164.0	4347.0	45.0	7057.0	15060.0	1386.0	2651.0
gRNA_11670	Socs1	15307.0	7164.0	8606.0	28117.0	7191.0	2171.0	6856.0	163.0	2567.0	7682.0	4907.0	2331.0	7442.0	2863.0	6132.0	1707.0	1627.0	11193.0	10904.0	1370.0	834.0	366.0	3123.0
gRNA_11798	Sox9	9400.0	8062.0	9700.0	76980.0	10181.0	7392.0	5695.0	189.0	3747.0	12405.0	4930.0	2568.0	2833.0	1968.0	1078.0	69.0	13256.0	2900.0	734.0	293.0	35020.0	1550.0	9788.0
gRNA_12024	Stat3	28340.0	13809.0	17011.0	93770.0	15088.0	25927.0	36388.0	354.0	11951.0	14889.0	15267.0	5812.0	4704.0	10980.0	35971.0	2854.0	9008.0	2231.0	112692.0	1053.0	12635.0	16221.0	32827.0
gRNA_12026	Stat3	14412.0	10009.0	10637.0	55449.0	8357.0	3591.0	5070.0	76.0	3875.0	8009.0	26442.0	3838.0	782.0	4197.0	1086.0	3348.0	6152.0	2593.0	40243.0	25959.0	3652.0	20392.0	16.0
gRNA_12164	Syk	12071.0	8679.0	12818.0	40768.0	19863.0	8255.0	14005.0	433.0	6055.0	15320.0	12749.0	6520.0	2942.0	8767.0	2154.0	826.0	13935.0	8210.0	5566.0	19271.0	962.0	7942.0	10569.0
gRNA_12197	Tbl1xr1	18830.0	19829.0	27993.0	119483.0	10948.0	8661.0	17740.0	659.0	17414.0	23219.0	25211.0	9340.0	6691.0	9969.0	137485.0	16993.0	26740.0	4334.0	6980.0	15070.0	13221.0	10581.0	10059.0
gRNA_12271	Tcf3	24687.0	17832.0	21682.0	122120.0	8781.0	15442.0	17694.0	239.0	12056.0	16776.0	10201.0	9675.0	12107.0	16565.0	2071.0	4742.0	14720.0	8864.0	5039.0	103665.0	3594.0	9932.0	8018.0
gRNA_12272	Tcf3	24630.0	15185.0	18132.0	98817.0	11374.0	10850.0	10053.0	322.0	23982.0	18152.0	7581.0	7261.0	11661.0	4680.0	1815.0	1823.0	17031.0	2675.0	1012.0	3778.0	30840.0	6459.0	12038.0
gRNA_12386	Tet2	30845.0	33867.0	34183.0	141294.0	9312.0	29018.0	36386.0	643.0	27600.0	35301.0	31252.0	12969.0	17577.0	27246.0	2432.0	2048.0	29912.0	19549.0	26436.0	15222.0	9111.0	4139.0	3832.0
gRNA_12523	Trp53	24366.0	19431.0	24463.0	66128.0	4584.0	12212.0	13304.0	300.0	36781.0	10629.0	16582.0	12544.0	2987.0	70358.0	2389.0	5269.0	26449.0	5699.0	1453.0	14487.0	7513.0	9314.0	36705.0
gRNA_12536	Trp53	22706.0	12986.0	20763.0	66057.0	6375.0	8644.0	19098.0	476.0	17456.0	13312.0	19994.0	7183.0	12118.0	14996.0	14218.0	4995.0	24086.0	8661.0	264.0	9962.0	4473.0	8529.0	19578.0
gRNA_12548	Trp53	7163.0	6104.0	5373.0	89467.0	2988.0	2447.0	11505.0	151.0	2135.0	3495.0	3317.0	3924.0	3266.0	3900.0	1033.0	2182.0	2807.0	398.0	7175.0	626.0	1879.0	228.0	6309.0
gRNA_12556	Trp53	18239.0	10214.0	15595.0	71752.0	7493.0	5207.0	21349.0	361.0	6590.0	17834.0	19256.0	6382.0	9963.0	13932.0	5187.0	2135.0	8172.0	7089.0	3498.0	4897.0	6257.0	3023.0	7788.0
gRNA_12558	Trp53	29183.0	23207.0	23787.0	103489.0	28689.0	18366.0	22480.0	499.0	30925.0	20017.0	25206.0	7754.0	7741.0	11062.0	2479.0	5983.0	29306.0	4537.0	109366.0	5562.0	15417.0	14516.0	13267.0
gRNA_12567	Trp53	19966.0	13920.0	17166.0	42149.0	2468.0	7690.0	8297.0	296.0	9011.0	11121.0	10866.0	5068.0	6218.0	5585.0	1128.0	5066.0	13843.0	4657.0	1385.0	2768.0	2823.0	53900.0	4181.0
gRNA_12579	Trp53	6632.0	6812.0	7789.0	14807.0	5394.0	4886.0	3865.0	73.0	3244.0	4036.0	5918.0	1159.0	1821.0	832.0	372.0	902.0	1672.0	467.0	9.0	17277.0	896.0	43.0	5830.0
gRNA_12580	Trp53	17692.0	9608.0	9619.0	41049.0	3967.0	6747.0	12388.0	147.0	10409.0	10418.0	14724.0	5168.0	13410.0	7765.0	4723.0	2416.0	14479.0	3197.0	6711.0	1676.0	55655.0	3089.0	1163.0
gRNA_12583	Trp53	22878.0	30117.0	35177.0	182926.0	29128.0	32494.0	40800.0	779.0	18992.0	63068.0	31820.0	11977.0	20384.0	23070.0	3745.0	1510.0	32589.0	4791.0	3649.0	2673.0	6883.0	1035.0	7063.0
gRNA_12592	Trp53	9807.0	9008.0	11411.0	30386.0	2425.0	5094.0	4830.0	148.0	13610.0	8411.0	10733.0	5816.0	11927.0	5619.0	453.0	5617.0	6267.0	661.0	360.0	5065.0	4753.0	1963.0	2717.0
gRNA_12597	Trp53	23553.0	12336.0	11980.0	63087.0	11970.0	4586.0	16135.0	274.0	4639.0	9488.0	6589.0	2675.0	3303.0	3561.0	2738.0	6697.0	15887.0	6401.0	3285.0	573.0	12708.0	1336.0	486.0
gRNA_12601	Trp53	15730.0	11164.0	13102.0	58051.0	3860.0	17265.0	11998.0	173.0	3722.0	9919.0	6664.0	5731.0	5531.0	14334.0	1517.0	1924.0	4105.0	3723.0	1698.0	915.0	42398.0	6654.0	18727.0
gRNA_12602	Trp53	32187.0	30563.0	36595.0	139617.0	6455.0	40403.0	17081.0	777.0	29621.0	38175.0	22573.0	12065.0	22423.0	70852.0	369659.0	3427.0	15615.0	9985.0	6957.0	20366.0	20851.0	7521.0	24437.0
gRNA_12604	Trp53	16136.0	8978.0	10288.0	36707.0	2233.0	9856.0	6127.0	130.0	9343.0	7764.0	7908.0	5365.0	8750.0	4901.0	2682.0	5048.0	14651.0	7785.0	1373.0	2526.0	1952.0	1252.0	2757.0
gRNA_12652	Trp53bp1	22523.0	32762.0	38797.0	174568.0	11967.0	29348.0	30467.0	796.0	42650.0	32943.0	36966.0	15149.0	16208.0	20715.0	2482.0	8718.0	38959.0	22360.0	20887.0	17832.0	70008.0	43633.0	11290.0
gRNA_12831	Tsc1	16985.0	14317.0	16108.0	101548.0	13402.0	3240.0	15444.0	427.0	11898.0	35933.0	16066.0	3953.0	4141.0	3054.0	1175.0	3768.0	7748.0	402.0	1425.0	7491.0	736.0	567.0	8688.0
gRNA_13011	Vhl	20751.0	14301.0	20640.0	118347.0	10590.0	20881.0	15656.0	737.0	14283.0	15372.0	20233.0	2419.0	2813.0	9119.0	1331.0	2497.0	12203.0	8803.0	905.0	1625.0	17898.0	1732.0	21588.0
gRNA_13599	controlsgRNA	16546.0	12550.0	18118.0	116814.0	14358.0	29015.0	32440.0	506.0	4115.0	8119.0	12092.0	2764.0	7346.0	14105.0	668.0	2842.0	4104.0	8348.0	851.0	10292.0	16566.0	3887.0	26885.0
gRNA_13600	controlsgRNA	31201.0	18046.0	19514.0	164721.0	20026.0	12856.0	19531.0	336.0	11593.0	24681.0	53943.0	5210.0	12844.0	30579.0	201376.0	9766.0	10859.0	12542.0	44049.0	645.0	14027.0	6290.0	70178.0
gRNA_13601	controlsgRNA	45093.0	33046.0	40174.0	181096.0	23621.0	44083.0	47066.0	632.0	47479.0	35797.0	30853.0	8731.0	7148.0	16600.0	31491.0	17466.0	35872.0	11464.0	9802.0	15431.0	7987.0	35741.0	28820.0
gRNA_13602	controlsgRNA	23177.0	16195.0	18716.0	47814.0	14853.0	6046.0	15807.0	282.0	4544.0	5875.0	4374.0	4032.0	2499.0	23343.0	100910.0	1283.0	2995.0	743.0	1559.0	5469.0	360.0	15587.0	4183.0
gRNA_13603	controlsgRNA	34814.0	17113.0	22228.0	60965.0	13255.0	9429.0	16946.0	694.0	17078.0	19232.0	13033.0	7146.0	10336.0	7492.0	210224.0	2608.0	10190.0	15585.0	13197.0	4394.0	3536.0	1327.0	3654.0
gRNA_13604	controlsgRNA	40467.0	33787.0	37026.0	192485.0	17150.0	40867.0	46461.0	895.0	22185.0	30611.0	32816.0	11251.0	30506.0	19593.0	50256.0	7739.0	23284.0	18350.0	45749.0	21564.0	39105.0	21784.0	11421.0
gRNA_13605	controlsgRNA	29491.0	21497.0	26615.0	146116.0	17861.0	14240.0	28835.0	441.0	34488.0	25674.0	37892.0	8004.0	14973.0	55836.0	3372.0	7032.0	28294.0	9844.0	1802.0	19243.0	1292.0	18746.0	878128.0
gRNA_13606	controlsgRNA	64764.0	53120.0	55846.0	293666.0	52832.0	36120.0	73645.0	1330.0	43266.0	35678.0	42675.0	15703.0	21156.0	53607.0	9294.0	5962.0	76370.0	53444.0	46364.0	11532.0	22580.0	40152.0	86573.0
gRNA_13607	controlsgRNA	38583.0	25626.0	34284.0	220602.0	17392.0	48099.0	36025.0	852.0	16653.0	35749.0	57736.0	11953.0	18084.0	15120.0	2076.0	10116.0	34613.0	9320.0	1871.0	28287.0	2957.0	11465.0	10784.0
gRNA_13608	controlsgRNA	6852.0	7188.0	6014.0	29657.0	1407.0	4313.0	3098.0	80.0	5682.0	3516.0	3358.0	2614.0	3101.0	1261.0	444.0	2563.0	2119.0	200.0	187.0	4906.0	589.0	1709.0	92.0
gRNA_14579	controlsgRNA	20979.0	31340.0	31191.0	119445.0	8217.0	49105.0	21903.0	484.0	35180.0	17846.0	16763.0	1657.0	5646.0	27517.0	17983.0	6954.0	13605.0	5210.0	4854.0	5942.0	931.0	4694.0	39800.0
gRNA_14580	controlsgRNA	9053.0	18327.0	20575.0	17435.0	1133.0	13678.0	4347.0	52.0	20174.0	13483.0	13528.0	4057.0	9164.0	26050.0	16022.0	4759.0	24994.0	8656.0	723.0	9290.0	21141.0	5451.0	5732.0
gRNA_14581	controlsgRNA	18136.0	20145.0	27554.0	83935.0	5296.0	19480.0	12642.0	263.0	20297.0	18746.0	24149.0	1644.0	4540.0	9149.0	49964.0	2065.0	18453.0	14638.0	11571.0	54130.0	5458.0	17723.0	5984.0
gRNA_14582	controlsgRNA	11068.0	18239.0	23406.0	16834.0	1620.0	4502.0	4486.0	71.0	11104.0	10221.0	14325.0	2192.0	11364.0	7650.0	1113.0	1644.0	13607.0	7081.0	344.0	5173.0	18003.0	59.0	8227.0
gRNA_14583	controlsgRNA	2553.0	4736.0	5294.0	805.0	62.0	2324.0	377.0	9.0	1779.0	2527.0	6115.0	1006.0	1793.0	15046.0	261.0	897.0	4888.0	2689.0	220.0	2686.0	520.0	296.0	54871.0
gRNA_14584	controlsgRNA	29957.0	22302.0	26298.0	101392.0	17531.0	19668.0	35269.0	501.0	21629.0	31881.0	29239.0	4354.0	10653.0	39761.0	3984.0	5919.0	18583.0	4696.0	5819.0	10092.0	13988.0	10070.0	12014.0
gRNA_14585	controlsgRNA	12652.0	22459.0	25350.0	47037.0	4567.0	26807.0	11857.0	229.0	26559.0	19358.0	31391.0	4540.0	10282.0	15272.0	122976.0	4712.0	13835.0	17142.0	12890.0	2180.0	12391.0	8330.0	12172.0
gRNA_14586	controlsgRNA	20949.0	34756.0	39205.0	170657.0	10351.0	20882.0	23918.0	788.0	56892.0	35658.0	34989.0	4763.0	17837.0	61801.0	3260.0	9974.0	23025.0	24669.0	2899.0	47601.0	2025.0	9163.0	71164.0
gRNA_14587	controlsgRNA	18296.0	19654.0	24248.0	75095.0	4945.0	13232.0	10374.0	264.0	23911.0	20999.0	25109.0	5317.0	11362.0	16673.0	26582.0	7626.0	9340.0	8650.0	22937.0	6563.0	620.0	2021.0	23057.0
gRNA_14588	controlsgRNA	25099.0	28578.0	36935.0	80377.0	5218.0	7248.0	13913.0	314.0	19016.0	24127.0	34313.0	4189.0	20175.0	33392.0	93741.0	11406.0	9315.0	9840.0	3720.0	1715.0	18262.0	28454.0	79374.0
gRNA_14589	controlsgRNA	12463.0	8355.0	9643.0	12842.0	1397.0	3120.0	5451.0	40.0	2073.0	7822.0	4338.0	443.0	4659.0	467.0	17623.0	246.0	3781.0	1064.0	464.0	9584.0	548.0	0.0	141664.0
gRNA_14590	controlsgRNA	7063.0	8178.0	12591.0	4050.0	327.0	654.0	549.0	17.0	3067.0	3460.0	6142.0	948.0	356.0	2084.0	971.0	2534.0	5723.0	2473.0	1217.0	95036.0	564.0	4518.0	361.0
gRNA_14591	controlsgRNA	37159.0	27353.0	32303.0	131257.0	15037.0	23361.0	28729.0	604.0	42534.0	31793.0	45070.0	3961.0	11208.0	16057.0	136595.0	2248.0	24864.0	37041.0	66276.0	31502.0	5055.0	1878.0	40901.0
gRNA_14592	controlsgRNA	237.0	215.0	206.0	93.0	0.0	0.0	29.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
gRNA_14593	controlsgRNA	19102.0	21493.0	24868.0	88009.0	5838.0	27661.0	21469.0	587.0	26927.0	25342.0	27693.0	4304.0	15053.0	21689.0	3123.0	3940.0	16114.0	8697.0	130762.0	5446.0	10389.0	2141.0	2118.0
gRNA_14594	controlsgRNA	8473.0	12402.0	12515.0	23449.0	680.0	3298.0	3916.0	134.0	10346.0	9096.0	11695.0	1780.0	4968.0	12254.0	1370.0	8428.0	14764.0	7565.0	430.0	2695.0	3030.0	599.0	2186.0
gRNA_14595	controlsgRNA	20724.0	31032.0	31162.0	107467.0	7785.0	19719.0	19085.0	540.0	16807.0	26541.0	24600.0	1999.0	8495.0	6670.0	978.0	15937.0	15245.0	6414.0	2487.0	14297.0	34203.0	6580.0	6819.0
gRNA_14596	controlsgRNA	28130.0	16607.0	20445.0	66011.0	4366.0	25540.0	18189.0	205.0	6946.0	16864.0	17213.0	2490.0	12579.0	11128.0	6032.0	4438.0	20463.0	19606.0	53625.0	25904.0	23029.0	4012.0	9164.0
gRNA_14657	controlsgRNA	36473.0	35023.0	42694.0	218266.0	26695.0	36288.0	40320.0	1183.0	22721.0	28804.0	34712.0	2443.0	6797.0	44819.0	4826.0	10133.0	19809.0	11825.0	51005.0	16214.0	31820.0	6052.0	22870.0
gRNA_14658	controlsgRNA	52618.0	22603.0	33523.0	169335.0	36103.0	13749.0	37845.0	867.0	40774.0	24337.0	68606.0	5447.0	6708.0	19087.0	2477.0	4885.0	11568.0	8085.0	1103.0	3421.0	6017.0	1071.0	5863.0
gRNA_14659	controlsgRNA	26836.0	24094.0	28143.0	133720.0	15302.0	18047.0	28287.0	509.0	11962.0	22634.0	22449.0	3577.0	3479.0	31644.0	1958.0	4255.0	29859.0	26536.0	821.0	8388.0	3627.0	3992.0	27755.0
gRNA_14660	controlsgRNA	44040.0	25130.0	23363.0	100679.0	25889.0	19985.0	38818.0	584.0	25050.0	19003.0	17009.0	3225.0	4548.0	10352.0	1939.0	4041.0	25943.0	12633.0	192613.0	2552.0	12571.0	3086.0	4249.0
gRNA_14661	controlsgRNA	36716.0	29125.0	36398.0	182490.0	14053.0	42242.0	33577.0	959.0	17164.0	28245.0	26087.0	4112.0	14161.0	6635.0	24120.0	4904.0	24655.0	20788.0	3545.0	35427.0	14669.0	13526.0	111594.0
gRNA_14662	controlsgRNA	64069.0	48668.0	52380.0	291056.0	34807.0	42412.0	57778.0	1287.0	58372.0	51023.0	70214.0	5244.0	17464.0	31468.0	185680.0	27115.0	47501.0	7745.0	45618.0	24261.0	50005.0	4653.0	48157.0
gRNA_14663	controlsgRNA	42526.0	41868.0	55557.0	365353.0	48376.0	58127.0	86562.0	1201.0	71423.0	73707.0	45328.0	5517.0	18195.0	16323.0	4302.0	11848.0	20303.0	26013.0	2186.0	16987.0	16017.0	60170.0	29007.0
gRNA_14664	controlsgRNA	38659.0	28742.0	32270.0	184269.0	18861.0	35446.0	40685.0	735.0	15874.0	19368.0	26886.0	4975.0	19777.0	32218.0	185434.0	13311.0	17951.0	41472.0	1026.0	11802.0	30487.0	17941.0	2350.0
gRNA_14665	controlsgRNA	33687.0	45420.0	61936.0	280311.0	33784.0	37130.0	41970.0	897.0	37389.0	57398.0	51622.0	6965.0	8293.0	54149.0	171349.0	10738.0	37997.0	18677.0	22308.0	54427.0	13018.0	10359.0	92781.0
gRNA_14666	controlsgRNA	51815.0	38905.0	51120.0	380948.0	65139.0	58390.0	75205.0	1753.0	27953.0	34843.0	36785.0	5189.0	12283.0	27614.0	11986.0	14815.0	20883.0	21919.0	75803.0	27570.0	13742.0	2273.0	19709.0
gRNA_14667	controlsgRNA	44440.0	35481.0	41027.0	197959.0	25658.0	27422.0	44509.0	706.0	17024.0	18461.0	25519.0	4365.0	5056.0	20736.0	35350.0	7005.0	10722.0	16039.0	17852.0	4330.0	5644.0	2647.0	55489.0
gRNA_14668	controlsgRNA	26676.0	22570.0	29175.0	67675.0	7959.0	11271.0	12282.0	385.0	13401.0	25561.0	22419.0	3582.0	11408.0	10780.0	9473.0	5117.0	18808.0	24764.0	14542.0	48817.0	8258.0	9666.0	12648.0
gRNA_14669	controlsgRNA	25792.0	25697.0	35316.0	121659.0	7673.0	28575.0	26173.0	545.0	22332.0	27218.0	32098.0	3674.0	4211.0	25135.0	2592.0	1452.0	25563.0	7517.0	2401.0	8408.0	152985.0	24386.0	4235.0
gRNA_14670	controlsgRNA	39520.0	31102.0	43966.0	261659.0	29468.0	20081.0	43906.0	1279.0	64807.0	38450.0	63680.0	6432.0	12701.0	35807.0	4863.0	10120.0	15542.0	10873.0	11443.0	38257.0	32167.0	18368.0	34230.0
gRNA_14671	controlsgRNA	26419.0	23054.0	27576.0	111718.0	9166.0	37036.0	20038.0	623.0	29728.0	19868.0	22014.0	1577.0	4443.0	32999.0	119592.0	8305.0	7985.0	3689.0	18610.0	22081.0	15770.0	7718.0	23768.0
gRNA_14672	controlsgRNA	25290.0	19142.0	21595.0	103055.0	6176.0	12193.0	19759.0	208.0	4413.0	13973.0	8048.0	1680.0	1922.0	2847.0	64919.0	746.0	8424.0	10347.0	5916.0	29681.0	3571.0	5621.0	3287.0
gRNA_14673	controlsgRNA	46232.0	34004.0	43079.0	153956.0	17279.0	31683.0	37837.0	383.0	28786.0	26317.0	48740.0	5913.0	25344.0	16317.0	2703.0	5694.0	13893.0	28978.0	10453.0	1804.0	65528.0	2550.0	58472.0
gRNA_14674	controlsgRNA	31130.0	26972.0	25420.0	168036.0	36951.0	23754.0	32798.0	546.0	8935.0	8363.0	16882.0	1004.0	4672.0	8115.0	139750.0	5412.0	15496.0	5412.0	1813.0	5157.0	9037.0	20726.0	6.0
gRNA_14675	controlsgRNA	22747.0	23615.0	30693.0	111056.0	5185.0	6541.0	12854.0	151.0	15969.0	26811.0	34058.0	4793.0	9905.0	26452.0	3678.0	7066.0	11585.0	5866.0	658.0	8152.0	123373.0	6237.0	26583.0
gRNA_14676	controlsgRNA	34836.0	28769.0	26751.0	117818.0	8784.0	31653.0	20249.0	301.0	31056.0	43324.0	40744.0	2160.0	12096.0	15586.0	101056.0	8107.0	11449.0	7255.0	7095.0	36391.0	153951.0	5853.0	15206.0
