sgRNA	gene	lib	input	d5	d15-rep1	d15-rep2	d15-rep3	d15-rep4	d15-rep5	spleen1	spleen2	spleen3	spleen4	spleen5	bm1	bm2	bm3	bm4	bm5	men1	men2	men3	men4	men5
gRNA_8699	Phf6	16577.0	26197.0	37799.0	780.0	34772.0	49106.0	3604.0	3471.0	5302.0	12191.0	10266.0	13520.0	4659.0	15128.0	5003.0	8987.0	2649.0	7703.0	4844.0	53617.0	22088.0	763.0	11549.0
gRNA_8775	Pik3ca	26193.0	35089.0	33547.0	359.0	56148.0	93438.0	5464.0	2032.0	43043.0	50949.0	48563.0	97706.0	19399.0	75455.0	16020.0	33967.0	35453.0	99051.0	50279.0	14964.0	13855.0	15904.0	10599.0
gRNA_8803	Pik3ca	23378.0	31034.0	40972.0	666.0	99550.0	97770.0	11580.0	7304.0	68715.0	51507.0	129435.0	136826.0	23774.0	121933.0	36148.0	164525.0	29871.0	79737.0	67980.0	412487.0	30728.0	22399.0	129429.0
gRNA_8867	Pik3ca	13541.0	16520.0	19616.0	108.0	15436.0	30735.0	2641.0	811.0	8924.0	14095.0	16915.0	25140.0	7002.0	10280.0	4175.0	7025.0	5944.0	13285.0	3439.0	53.0	1032.0	1345.0	1224.0
gRNA_8999	Pik3cg	14680.0	10792.0	17870.0	255.0	21199.0	29826.0	1513.0	1991.0	4498.0	8982.0	3988.0	6312.0	1142.0	13880.0	2679.0	3813.0	8517.0	7392.0	5522.0	3222.0	4816.0	3798.0	2096.0
gRNA_9105	Pik3r2	42923.0	27136.0	43943.0	729.0	96103.0	77299.0	11634.0	7911.0	25778.0	16646.0	28113.0	67777.0	17148.0	69871.0	29740.0	36710.0	21407.0	47047.0	37393.0	1355.0	32914.0	16014.0	22159.0
gRNA_9114	Pik3r3	15332.0	8531.0	19166.0	824.0	53305.0	55041.0	6315.0	5469.0	7821.0	10950.0	28224.0	24424.0	5196.0	25991.0	11922.0	25644.0	9008.0	7855.0	11595.0	84.0	1184.0	2422.0	8465.0
gRNA_9115	Pik3r3	11513.0	6588.0	19534.0	591.0	28759.0	57109.0	6689.0	5204.0	8250.0	9601.0	7863.0	13484.0	4521.0	31191.0	5431.0	4505.0	5581.0	13854.0	5357.0	59420.0	2760.0	2018.0	2789.0
gRNA_9745	Ptpn11	23069.0	21229.0	29074.0	284.0	22325.0	54473.0	2214.0	1272.0	16070.0	6913.0	7357.0	47694.0	5212.0	46601.0	9819.0	31595.0	27307.0	16169.0	138846.0	10456.0	960.0	3770.0	5602.0
gRNA_10049	Ptprt	33330.0	22546.0	60994.0	1143.0	112661.0	132077.0	16704.0	10372.0	23863.0	19696.0	73452.0	84809.0	21974.0	42766.0	67575.0	129925.0	18795.0	74166.0	18614.0	42773.0	8453.0	17665.0	79092.0
gRNA_10106	Ptprt	15037.0	10348.0	37935.0	658.0	56919.0	80511.0	7461.0	3697.0	19528.0	24923.0	30339.0	66177.0	17998.0	55679.0	20191.0	31214.0	17872.0	20073.0	27738.0	4186.0	4398.0	5327.0	18373.0
gRNA_10107	Ptprt	17295.0	13370.0	23876.0	427.0	37590.0	40800.0	5260.0	2706.0	6478.0	33567.0	10305.0	28004.0	8699.0	24414.0	7958.0	7863.0	13917.0	33815.0	19281.0	2226.0	409.0	2345.0	31568.0
gRNA_10342	Raf1	15693.0	13852.0	21295.0	842.0	44409.0	69696.0	5998.0	5000.0	8422.0	13165.0	20710.0	25541.0	17563.0	16229.0	28162.0	16942.0	6972.0	29436.0	85603.0	979.0	3341.0	7999.0	9092.0
gRNA_10343	Raf1	40211.0	24309.0	34754.0	723.0	43590.0	99146.0	6719.0	4805.0	11743.0	13432.0	22060.0	36782.0	10688.0	28757.0	3934.0	17058.0	19044.0	23321.0	59910.0	1722.0	12436.0	9024.0	14402.0
gRNA_10363	Rara	21926.0	9741.0	24273.0	530.0	39617.0	71021.0	5648.0	3934.0	10336.0	13536.0	13971.0	29518.0	3763.0	25307.0	7340.0	11499.0	8765.0	5299.0	10979.0	11668.0	4319.0	5704.0	3569.0
gRNA_10504	Rbm10	24470.0	14094.0	32219.0	1440.0	70945.0	112431.0	11928.0	9681.0	18486.0	27253.0	21765.0	50987.0	11355.0	53761.0	30273.0	26166.0	7494.0	66080.0	176216.0	34519.0	3820.0	9640.0	23273.0
gRNA_10547	Rbm10	15762.0	11905.0	24937.0	176.0	19109.0	38555.0	4256.0	1768.0	9154.0	11457.0	11262.0	17897.0	4033.0	14662.0	22146.0	10292.0	9111.0	26475.0	18749.0	1609.0	29603.0	9872.0	30169.0
gRNA_10548	Rbm10	16456.0	12179.0	17781.0	266.0	25905.0	33491.0	4352.0	2797.0	6422.0	12045.0	14267.0	23578.0	6508.0	30645.0	3649.0	14513.0	5102.0	18940.0	2955.0	8451.0	17775.0	2596.0	3843.0
gRNA_10596	Ret	12422.0	12293.0	30712.0	320.0	40203.0	69069.0	4158.0	2073.0	11832.0	7889.0	15089.0	19550.0	8039.0	21957.0	4955.0	6238.0	7179.0	19151.0	21783.0	27996.0	2105.0	5907.0	5039.0
gRNA_10598	Ret	17303.0	13381.0	38305.0	282.0	61028.0	92600.0	5871.0	3206.0	8487.0	12141.0	29293.0	48412.0	7367.0	10460.0	3017.0	40561.0	5732.0	32954.0	132381.0	650.0	44470.0	7564.0	27328.0
gRNA_10617	Rheb	34861.0	38384.0	52948.0	741.0	71215.0	106536.0	8907.0	4721.0	28446.0	18561.0	33246.0	54420.0	18150.0	37737.0	12499.0	16930.0	10758.0	45350.0	100041.0	34608.0	10912.0	24410.0	159315.0
gRNA_10634	Rhoa	16384.0	9978.0	12728.0	187.0	16181.0	28125.0	2687.0	1000.0	5732.0	7071.0	5882.0	16841.0	7377.0	27071.0	3280.0	2299.0	6068.0	7217.0	5719.0	8.0	2316.0	853.0	8698.0
gRNA_10657	Rictor	9163.0	5080.0	12011.0	110.0	15902.0	28777.0	1952.0	887.0	8123.0	8438.0	6769.0	34932.0	3329.0	8948.0	2052.0	9561.0	16471.0	13664.0	5219.0	769.0	40.0	4672.0	2824.0
gRNA_10664	Rictor	20220.0	14864.0	35966.0	1254.0	50479.0	92111.0	10507.0	10367.0	13757.0	13342.0	29757.0	35009.0	13951.0	20981.0	29689.0	18446.0	15821.0	26494.0	33746.0	594.0	39295.0	8282.0	5443.0
gRNA_10909	Rtel1	23988.0	16415.0	34316.0	878.0	79302.0	71707.0	9403.0	5288.0	21575.0	18550.0	30827.0	47958.0	13203.0	65727.0	22598.0	79466.0	19800.0	42567.0	16667.0	520717.0	150500.0	2491.0	17234.0
gRNA_10969	Runx1	28281.0	17988.0	46126.0	376.0	48883.0	87166.0	6907.0	3132.0	24102.0	16800.0	16786.0	52035.0	9591.0	25541.0	15009.0	14799.0	17761.0	12242.0	15272.0	15707.0	7323.0	13034.0	10500.0
gRNA_10971	Runx1	13708.0	7831.0	16908.0	143.0	17282.0	38419.0	3568.0	1898.0	7475.0	24670.0	15781.0	27100.0	6072.0	17920.0	47121.0	6934.0	10655.0	37253.0	26224.0	4166.0	41.0	3579.0	48235.0
gRNA_11071	Setbp1	12869.0	11554.0	28015.0	450.0	47926.0	61888.0	5458.0	3878.0	10775.0	13702.0	17356.0	31628.0	6914.0	17098.0	30730.0	13502.0	5959.0	13875.0	9498.0	10185.0	261.0	14067.0	9529.0
gRNA_11223	Smad2	35679.0	29555.0	34741.0	317.0	33215.0	67419.0	6786.0	2732.0	10583.0	13799.0	23420.0	35746.0	8157.0	34343.0	14864.0	14819.0	10886.0	18421.0	33263.0	657.0	664.0	15963.0	46737.0
gRNA_11284	Smad4	8366.0	5219.0	11345.0	67.0	7086.0	25699.0	1561.0	531.0	4982.0	2544.0	6802.0	8066.0	1047.0	16065.0	2744.0	3609.0	3996.0	2225.0	7705.0	15.0	0.0	367.0	1719.0
gRNA_11285	Smad4	9777.0	5717.0	15862.0	112.0	16125.0	24335.0	1434.0	776.0	3451.0	4558.0	7269.0	13274.0	3086.0	4703.0	983.0	9122.0	3323.0	4062.0	7856.0	54.0	3332.0	4287.0	776.0
gRNA_11305	Smad4	13390.0	6740.0	20325.0	631.0	30175.0	67799.0	5741.0	3104.0	5891.0	11190.0	6072.0	12067.0	2674.0	45534.0	1263.0	14572.0	5400.0	23004.0	2509.0	35.0	3448.0	2146.0	2842.0
gRNA_11315	Smad4	2190.0	1293.0	4003.0	6.0	1768.0	1187.0	269.0	81.0	686.0	16.0	19.0	429.0	619.0	2676.0	129.0	40.0	800.0	12512.0	145.0	0.0	0.0	284.0	249.0
gRNA_11324	Smad4	20161.0	11782.0	19854.0	213.0	25784.0	35428.0	2790.0	1975.0	9751.0	15699.0	11191.0	31822.0	3185.0	26203.0	13168.0	4191.0	7195.0	23624.0	13862.0	1982.0	910.0	134377.0	3684.0
gRNA_11607	Smo	23023.0	14032.0	32285.0	448.0	55182.0	78142.0	6795.0	3927.0	13037.0	13438.0	23483.0	34823.0	9529.0	40601.0	3722.0	61105.0	10928.0	57502.0	34414.0	6289.0	131.0	8089.0	6507.0
gRNA_11608	Smo	16533.0	11207.0	26088.0	530.0	43103.0	34153.0	7353.0	5198.0	8098.0	7811.0	14858.0	25914.0	5973.0	20222.0	13699.0	5784.0	9618.0	32604.0	6321.0	6947.0	11117.0	2286.0	17361.0
gRNA_11670	Socs1	15307.0	7164.0	13762.0	287.0	17607.0	26465.0	2346.0	2379.0	5480.0	6466.0	7905.0	15137.0	1997.0	26989.0	7489.0	11033.0	6420.0	8489.0	9505.0	137.0	913.0	3497.0	2332.0
gRNA_11798	Sox9	9400.0	8062.0	12282.0	107.0	13370.0	25057.0	2240.0	1424.0	6313.0	4485.0	9956.0	23781.0	4838.0	9963.0	1356.0	2103.0	3353.0	21807.0	1087.0	163.0	20091.0	1159.0	1534.0
gRNA_12024	Stat3	28340.0	13809.0	20102.0	607.0	35582.0	35704.0	4674.0	5041.0	8813.0	16559.0	25533.0	25734.0	7930.0	11463.0	7412.0	67375.0	9590.0	16546.0	5679.0	1744.0	36342.0	3343.0	5490.0
gRNA_12026	Stat3	14412.0	10009.0	15764.0	274.0	17899.0	32844.0	2543.0	1388.0	9072.0	8806.0	6508.0	16831.0	2495.0	20979.0	4845.0	7839.0	6831.0	13731.0	12449.0	1798.0	870.0	6013.0	3104.0
gRNA_12164	Syk	12071.0	8679.0	30383.0	696.0	66106.0	79053.0	12428.0	8061.0	14986.0	10492.0	17759.0	45448.0	10623.0	41501.0	10646.0	31144.0	12696.0	25087.0	16900.0	197189.0	81.0	3314.0	26559.0
gRNA_12197	Tbl1xr1	18830.0	19829.0	22324.0	406.0	33020.0	69007.0	3489.0	2312.0	16707.0	13288.0	22985.0	44406.0	14774.0	10712.0	4962.0	9840.0	11925.0	30571.0	17884.0	75557.0	2208.0	2896.0	2830.0
gRNA_12271	Tcf3	24687.0	17832.0	42811.0	853.0	56718.0	65336.0	7638.0	6800.0	12100.0	21698.0	24956.0	64548.0	13411.0	71324.0	23178.0	24040.0	10995.0	37795.0	39927.0	1408.0	4518.0	11495.0	20497.0
gRNA_12272	Tcf3	24630.0	15185.0	31416.0	691.0	42150.0	71742.0	7891.0	6400.0	16336.0	22104.0	27868.0	41028.0	9081.0	31611.0	26841.0	24074.0	12735.0	29462.0	15886.0	2238.0	60136.0	6093.0	6627.0
gRNA_12386	Tet2	30845.0	33867.0	41931.0	343.0	43871.0	79066.0	8416.0	2186.0	15792.0	14583.0	31204.0	43593.0	11333.0	29221.0	8710.0	10092.0	17401.0	15988.0	28718.0	8245.0	7159.0	9504.0	40778.0
gRNA_12523	Trp53	24366.0	19431.0	37604.0	316.0	53269.0	94789.0	7582.0	2512.0	13205.0	17667.0	31414.0	40310.0	7035.0	41710.0	14789.0	33033.0	12674.0	27058.0	31440.0	2882.0	2493.0	10502.0	38906.0
gRNA_12536	Trp53	22706.0	12986.0	23283.0	514.0	54361.0	76364.0	6412.0	3750.0	11506.0	24604.0	18837.0	33793.0	10345.0	20790.0	9235.0	16651.0	7049.0	14563.0	37327.0	3140.0	10358.0	3047.0	35471.0
gRNA_12548	Trp53	7163.0	6104.0	14278.0	290.0	33054.0	61680.0	3708.0	3968.0	5251.0	5769.0	6363.0	13778.0	2118.0	17889.0	16813.0	1749.0	5218.0	23672.0	13031.0	423.0	5.0	3361.0	3599.0
gRNA_12556	Trp53	18239.0	10214.0	39487.0	1054.0	45983.0	82449.0	10558.0	7217.0	18934.0	36959.0	32011.0	44084.0	14985.0	32926.0	21950.0	18570.0	14850.0	52296.0	22796.0	609.0	80504.0	9287.0	2344.0
gRNA_12558	Trp53	29183.0	23207.0	56648.0	2015.0	136104.0	233148.0	23501.0	21195.0	32451.0	82406.0	31760.0	97339.0	23605.0	77478.0	24835.0	17546.0	19363.0	47477.0	103448.0	28643.0	21957.0	17286.0	18799.0
gRNA_12567	Trp53	19966.0	13920.0	26583.0	104.0	24265.0	48278.0	2543.0	975.0	11433.0	4816.0	11244.0	17298.0	3886.0	14084.0	5353.0	22362.0	4209.0	6693.0	5548.0	1014.0	2590.0	2420.0	3252.0
gRNA_12579	Trp53	6632.0	6812.0	9629.0	187.0	23548.0	33285.0	2724.0	1445.0	3391.0	5442.0	14520.0	17708.0	2420.0	17566.0	1086.0	6925.0	3922.0	4150.0	6155.0	1323.0	23171.0	2343.0	1858.0
gRNA_12580	Trp53	17692.0	9608.0	26309.0	299.0	27525.0	66461.0	3997.0	2117.0	10443.0	13865.0	30546.0	27996.0	5332.0	73167.0	11884.0	5846.0	7831.0	15061.0	15762.0	2477.0	384.0	1617.0	7123.0
gRNA_12583	Trp53	22878.0	30117.0	33790.0	539.0	55061.0	79988.0	9416.0	6407.0	16151.0	23755.0	19306.0	46208.0	12077.0	51050.0	5889.0	17503.0	15206.0	60768.0	25834.0	2903.0	10665.0	10926.0	13451.0
gRNA_12592	Trp53	9807.0	9008.0	19628.0	83.0	12440.0	25775.0	1903.0	753.0	8694.0	6885.0	7241.0	23861.0	6955.0	33496.0	7946.0	11335.0	4758.0	10607.0	18957.0	939.0	15947.0	1569.0	2897.0
gRNA_12597	Trp53	23553.0	12336.0	22399.0	299.0	39656.0	34552.0	5533.0	2036.0	12004.0	7609.0	13080.0	26402.0	5481.0	22557.0	15149.0	20709.0	9448.0	12407.0	34368.0	3244.0	52642.0	3900.0	7813.0
gRNA_12601	Trp53	15730.0	11164.0	25250.0	315.0	34312.0	59243.0	5648.0	4094.0	10862.0	9640.0	28567.0	31341.0	13667.0	31962.0	4295.0	22771.0	7184.0	35142.0	5935.0	4015.0	3936.0	4414.0	44833.0
gRNA_12602	Trp53	32187.0	30563.0	46025.0	346.0	33955.0	72617.0	6207.0	1627.0	19236.0	34744.0	37019.0	70450.0	15611.0	30993.0	48625.0	32216.0	14337.0	58718.0	20954.0	11131.0	2265.0	3136.0	22631.0
gRNA_12604	Trp53	16136.0	8978.0	19662.0	219.0	21806.0	42250.0	3696.0	1522.0	9025.0	12073.0	8232.0	28962.0	7579.0	19069.0	12518.0	6351.0	9279.0	10768.0	5938.0	242.0	9814.0	6604.0	162926.0
gRNA_12652	Trp53bp1	22523.0	32762.0	40612.0	399.0	47093.0	80505.0	5580.0	3359.0	18947.0	37483.0	39256.0	49009.0	15533.0	33362.0	16309.0	83048.0	23340.0	29080.0	64754.0	14920.0	19857.0	28108.0	24518.0
gRNA_12831	Tsc1	16985.0	14317.0	23235.0	531.0	30243.0	55013.0	6536.0	5046.0	7540.0	4977.0	12383.0	29556.0	4026.0	11346.0	2138.0	14082.0	10046.0	12250.0	6121.0	13691.0	292.0	959.0	8001.0
gRNA_13011	Vhl	20751.0	14301.0	34735.0	559.0	54558.0	64769.0	5610.0	3762.0	8643.0	9313.0	49726.0	40006.0	14552.0	14957.0	8848.0	36481.0	7650.0	19286.0	13395.0	5696.0	5216.0	5243.0	13739.0
gRNA_13599	controlsgRNA	16546.0	12550.0	16555.0	277.0	33998.0	38368.0	5171.0	3612.0	3404.0	14090.0	6506.0	16413.0	4130.0	12944.0	10340.0	9061.0	4483.0	2879.0	1663.0	1486.0	0.0	3810.0	1771.0
gRNA_13600	controlsgRNA	31201.0	18046.0	22329.0	527.0	45161.0	61927.0	4838.0	4921.0	8430.0	20479.0	17641.0	20786.0	7947.0	9804.0	13566.0	33004.0	6422.0	17716.0	71360.0	1103.0	3879.0	8308.0	25402.0
gRNA_13601	controlsgRNA	45093.0	33046.0	32569.0	684.0	72284.0	73002.0	10373.0	4938.0	22893.0	13402.0	14148.0	43684.0	11492.0	32666.0	17968.0	16341.0	15828.0	23469.0	19233.0	2545.0	5087.0	27333.0	14280.0
gRNA_13602	controlsgRNA	23177.0	16195.0	15886.0	548.0	24204.0	25996.0	2658.0	3627.0	4459.0	619.0	4857.0	8297.0	327.0	15794.0	1955.0	4781.0	4256.0	7235.0	15581.0	409.0	0.0	1512.0	244.0
gRNA_13603	controlsgRNA	34814.0	17113.0	19188.0	286.0	33618.0	27737.0	3422.0	1862.0	9550.0	10632.0	17368.0	30779.0	5447.0	19958.0	14859.0	10290.0	3849.0	50444.0	5837.0	2264.0	10150.0	14875.0	11416.0
gRNA_13604	controlsgRNA	40467.0	33787.0	36964.0	600.0	66941.0	84060.0	9911.0	4692.0	11211.0	14942.0	26103.0	41929.0	14416.0	22164.0	31834.0	28958.0	16409.0	54087.0	45844.0	36850.0	798198.0	3247.0	18396.0
gRNA_13605	controlsgRNA	29491.0	21497.0	25193.0	243.0	37353.0	43868.0	3838.0	1889.0	8834.0	13502.0	30498.0	26435.0	6765.0	19063.0	20992.0	18901.0	6546.0	20874.0	26707.0	3928.0	33628.0	10722.0	7723.0
gRNA_13606	controlsgRNA	64764.0	53120.0	45939.0	1368.0	96421.0	162748.0	14990.0	12123.0	19078.0	19027.0	37827.0	55752.0	12438.0	52962.0	20471.0	36451.0	28051.0	43157.0	27711.0	17911.0	6877.0	5212.0	24956.0
gRNA_13607	controlsgRNA	38583.0	25626.0	28386.0	346.0	48833.0	49294.0	5364.0	3600.0	13851.0	34387.0	11206.0	47531.0	16258.0	26078.0	11467.0	5765.0	14171.0	69115.0	34750.0	2914.0	44299.0	9878.0	6094.0
gRNA_13608	controlsgRNA	6852.0	7188.0	6310.0	66.0	7938.0	12924.0	803.0	342.0	2985.0	2302.0	12231.0	10848.0	3456.0	6233.0	1865.0	27384.0	1664.0	4313.0	18426.0	1098.0	763.0	59779.0	850.0
gRNA_14579	controlsgRNA	20979.0	31340.0	37785.0	313.0	42570.0	69726.0	4947.0	2277.0	9443.0	13950.0	18684.0	36606.0	6187.0	18369.0	14611.0	16961.0	6597.0	13069.0	28077.0	63026.0	14877.0	21750.0	2470.0
gRNA_14580	controlsgRNA	9053.0	18327.0	17228.0	60.0	11381.0	16112.0	928.0	153.0	12577.0	7039.0	8619.0	39935.0	9181.0	33510.0	8034.0	3096.0	10910.0	30315.0	9698.0	689.0	7.0	7634.0	52730.0
gRNA_14581	controlsgRNA	18136.0	20145.0	34851.0	189.0	33523.0	42374.0	3536.0	987.0	11612.0	12172.0	13591.0	35285.0	5049.0	19215.0	21530.0	11860.0	7711.0	19133.0	16601.0	112176.0	26666.0	5305.0	4848.0
gRNA_14582	controlsgRNA	11068.0	18239.0	23715.0	60.0	5618.0	19652.0	937.0	267.0	6157.0	2342.0	5509.0	30184.0	1559.0	29992.0	1111.0	6734.0	3889.0	9026.0	23889.0	15325.0	134.0	4621.0	5243.0
gRNA_14583	controlsgRNA	2553.0	4736.0	2462.0	11.0	365.0	1368.0	48.0	13.0	4434.0	4047.0	5693.0	16978.0	3981.0	5583.0	1925.0	2838.0	3596.0	11293.0	14401.0	439.0	10.0	101.0	7241.0
gRNA_14584	controlsgRNA	29957.0	22302.0	27342.0	487.0	38022.0	88484.0	6430.0	2711.0	10718.0	28477.0	15664.0	44613.0	10408.0	30670.0	11987.0	16062.0	10557.0	19232.0	41796.0	11317.0	94023.0	15192.0	5285.0
gRNA_14585	controlsgRNA	12652.0	22459.0	16054.0	168.0	13000.0	34318.0	1539.0	796.0	7803.0	10456.0	22995.0	28793.0	10526.0	20032.0	7969.0	13635.0	12821.0	25416.0	45282.0	1512.0	2373.0	3170.0	4025.0
gRNA_14586	controlsgRNA	20949.0	34756.0	27751.0	453.0	45821.0	69481.0	5473.0	2466.0	12700.0	19644.0	19329.0	43882.0	7321.0	27137.0	16492.0	32404.0	8345.0	13320.0	10758.0	11215.0	8655.0	7211.0	3517.0
gRNA_14587	controlsgRNA	18296.0	19654.0	20069.0	151.0	16975.0	22594.0	1583.0	890.0	10615.0	9823.0	13047.0	47967.0	7577.0	27870.0	4061.0	7447.0	3325.0	19278.0	13836.0	11909.0	7051.0	10365.0	3445.0
gRNA_14588	controlsgRNA	25099.0	28578.0	29364.0	118.0	23816.0	39273.0	2640.0	987.0	11338.0	10076.0	21666.0	42334.0	7244.0	27165.0	10758.0	14553.0	10033.0	28057.0	17321.0	28378.0	56895.0	2948.0	22933.0
gRNA_14589	controlsgRNA	12463.0	8355.0	9653.0	68.0	7890.0	15655.0	1570.0	264.0	8393.0	2436.0	6471.0	17391.0	2629.0	3273.0	1722.0	4240.0	810.0	10704.0	11070.0	6.0	786.0	189.0	740.0
gRNA_14590	controlsgRNA	7063.0	8178.0	8397.0	13.0	1392.0	5178.0	253.0	66.0	4164.0	5797.0	5136.0	11859.0	8059.0	5504.0	5269.0	4993.0	2236.0	13865.0	8829.0	5444.0	1058.0	623.0	419.0
gRNA_14591	controlsgRNA	37159.0	27353.0	36211.0	318.0	52007.0	63344.0	7101.0	4984.0	23977.0	30122.0	39966.0	53777.0	12000.0	45766.0	17437.0	37190.0	17896.0	46243.0	34458.0	1372.0	14953.0	12382.0	89137.0
gRNA_14592	controlsgRNA	237.0	215.0	33.0	22.0	161.0	5.0	42.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
gRNA_14593	controlsgRNA	19102.0	21493.0	22805.0	159.0	29609.0	32579.0	3582.0	1023.0	8324.0	17865.0	27570.0	36215.0	9072.0	13159.0	3158.0	26585.0	26411.0	15901.0	23950.0	13546.0	41642.0	1721.0	1672.0
gRNA_14594	controlsgRNA	8473.0	12402.0	10202.0	35.0	7314.0	11568.0	544.0	195.0	5993.0	11497.0	34348.0	22653.0	5605.0	19647.0	6101.0	13208.0	4470.0	10228.0	65355.0	805.0	788.0	4741.0	1242.0
gRNA_14595	controlsgRNA	20724.0	31032.0	31525.0	275.0	24602.0	53589.0	5248.0	1881.0	15516.0	10590.0	29256.0	43881.0	5411.0	16694.0	19349.0	7783.0	7854.0	40640.0	23238.0	5072.0	4046.0	4491.0	3092.0
gRNA_14596	controlsgRNA	28130.0	16607.0	27045.0	374.0	33026.0	67944.0	5380.0	3246.0	12004.0	15580.0	15213.0	28761.0	7393.0	29667.0	1395.0	16430.0	6508.0	11032.0	59418.0	21975.0	3740.0	17506.0	13127.0
gRNA_14657	controlsgRNA	36473.0	35023.0	49483.0	605.0	57271.0	127386.0	7375.0	5130.0	11692.0	5274.0	35420.0	50142.0	7091.0	21347.0	6226.0	65099.0	7461.0	33697.0	14994.0	3132.0	53196.0	4767.0	9744.0
gRNA_14658	controlsgRNA	52618.0	22603.0	33012.0	767.0	64213.0	60731.0	10598.0	7308.0	12131.0	16425.0	7817.0	38706.0	5885.0	37959.0	8547.0	5245.0	6761.0	14184.0	56325.0	1429.0	1872.0	73682.0	9314.0
gRNA_14659	controlsgRNA	26836.0	24094.0	22568.0	342.0	31184.0	86445.0	4113.0	1873.0	15585.0	11878.0	27054.0	49084.0	17725.0	191005.0	4538.0	22877.0	9197.0	99018.0	14863.0	81313.0	58803.0	5244.0	12131.0
gRNA_14660	controlsgRNA	44040.0	25130.0	25538.0	748.0	46976.0	67577.0	7870.0	4648.0	9053.0	6596.0	9844.0	12345.0	6937.0	30558.0	7480.0	3099.0	8539.0	25873.0	11521.0	17.0	20.0	9987.0	13920.0
gRNA_14661	controlsgRNA	36716.0	29125.0	35900.0	351.0	46130.0	74907.0	5261.0	2619.0	7447.0	15407.0	16914.0	35892.0	8236.0	17758.0	5504.0	18008.0	8459.0	26755.0	42078.0	2368.0	3318.0	9274.0	8213.0
gRNA_14662	controlsgRNA	64069.0	48668.0	54569.0	834.0	69964.0	157024.0	12710.0	7545.0	25470.0	26924.0	34302.0	64611.0	15072.0	40718.0	8471.0	43073.0	22641.0	71224.0	22626.0	12932.0	263012.0	18227.0	24258.0
gRNA_14663	controlsgRNA	42526.0	41868.0	52080.0	1385.0	98760.0	116827.0	15452.0	10719.0	21810.0	50371.0	42056.0	60585.0	23946.0	65410.0	28482.0	31846.0	19786.0	75664.0	14773.0	3357.0	9462.0	6566.0	10422.0
gRNA_14664	controlsgRNA	38659.0	28742.0	40977.0	1038.0	55359.0	60732.0	6443.0	4755.0	11206.0	21167.0	17592.0	28976.0	11787.0	18670.0	11914.0	39125.0	7551.0	27773.0	13994.0	9196.0	1615.0	5268.0	34324.0
gRNA_14665	controlsgRNA	33687.0	45420.0	62038.0	1142.0	83574.0	113681.0	14020.0	9580.0	22556.0	35562.0	32910.0	64403.0	27471.0	42970.0	48533.0	16245.0	20291.0	90394.0	35169.0	3333.0	10621.0	20213.0	25941.0
gRNA_14666	controlsgRNA	51815.0	38905.0	43916.0	1595.0	84827.0	104720.0	11088.0	11198.0	17842.0	23251.0	19752.0	67204.0	19135.0	57814.0	11732.0	20130.0	29701.0	80436.0	30345.0	8269.0	61023.0	9076.0	27911.0
gRNA_14667	controlsgRNA	44440.0	35481.0	38284.0	667.0	40051.0	67264.0	9119.0	5870.0	12913.0	10750.0	35237.0	33297.0	10415.0	29641.0	12985.0	56795.0	8039.0	24356.0	16000.0	1079.0	1423.0	5599.0	11058.0
gRNA_14668	controlsgRNA	26676.0	22570.0	30659.0	208.0	25886.0	58341.0	3059.0	833.0	12143.0	15506.0	20067.0	58144.0	10905.0	29395.0	11243.0	38859.0	16229.0	37141.0	9447.0	3391.0	2621.0	7064.0	20173.0
gRNA_14669	controlsgRNA	25792.0	25697.0	41720.0	265.0	31780.0	76847.0	3843.0	1416.0	14290.0	15287.0	21252.0	45671.0	7980.0	31069.0	9555.0	12750.0	7018.0	50405.0	19991.0	4539.0	2673.0	14586.0	9791.0
gRNA_14670	controlsgRNA	39520.0	31102.0	34382.0	1116.0	69487.0	113758.0	10613.0	5991.0	17070.0	24343.0	45510.0	63761.0	21812.0	16987.0	16822.0	37225.0	11933.0	48713.0	5563.0	4335.0	236.0	16488.0	31604.0
gRNA_14671	controlsgRNA	26419.0	23054.0	21347.0	275.0	28323.0	42630.0	5790.0	2594.0	10418.0	7491.0	12251.0	31001.0	6608.0	13365.0	22322.0	31305.0	12047.0	20313.0	12609.0	2610.0	4171.0	10101.0	14182.0
gRNA_14672	controlsgRNA	25290.0	19142.0	18348.0	163.0	20484.0	43531.0	3785.0	1567.0	4489.0	11335.0	3759.0	15468.0	2016.0	12754.0	1982.0	1882.0	2891.0	3860.0	6914.0	27.0	1185.0	2277.0	2765.0
gRNA_14673	controlsgRNA	46232.0	34004.0	34290.0	375.0	51896.0	84597.0	8339.0	3513.0	17235.0	22529.0	12707.0	60603.0	14568.0	71868.0	50709.0	9832.0	16329.0	18485.0	36314.0	14077.0	1466.0	16771.0	44569.0
gRNA_14674	controlsgRNA	31130.0	26972.0	19536.0	873.0	55754.0	68107.0	6048.0	5996.0	11803.0	7826.0	12177.0	18838.0	4036.0	17213.0	17420.0	10589.0	6579.0	3865.0	15868.0	20641.0	3170.0	8736.0	8331.0
